                 WIND Satellite Position Report
                         For the Period
             01-Feb-1997 00:00 to 02-Apr-1997 23:59
               Sampling Interval Used: 10 Minutes
                                      GSE  Position  (Re)         
   Date  /  Time              X             Y             Z       
01-Feb-1997 00:00:00        182.413      -12.041      -17.256
01-Feb-1997 00:10:00        182.430      -12.028      -17.257
01-Feb-1997 00:20:00        182.446      -12.015      -17.258
01-Feb-1997 00:30:00        182.462      -12.002      -17.259
01-Feb-1997 00:40:00        182.478      -11.989      -17.260
01-Feb-1997 00:50:00        182.494      -11.976      -17.261
01-Feb-1997 01:00:00        182.510      -11.964      -17.262
01-Feb-1997 01:10:00        182.527      -11.951      -17.263
01-Feb-1997 01:20:00        182.543      -11.938      -17.264
01-Feb-1997 01:30:00        182.559      -11.925      -17.265
01-Feb-1997 01:40:00        182.575      -11.912      -17.266
01-Feb-1997 01:50:00        182.591      -11.899      -17.267
01-Feb-1997 02:00:00        182.607      -11.887      -17.268
01-Feb-1997 02:10:00        182.623      -11.874      -17.269
01-Feb-1997 02:20:00        182.640      -11.861      -17.270
01-Feb-1997 02:30:00        182.656      -11.848      -17.271
01-Feb-1997 02:40:00        182.672      -11.835      -17.272
01-Feb-1997 02:50:00        182.688      -11.822      -17.273
01-Feb-1997 03:00:00        182.704      -11.809      -17.274
01-Feb-1997 03:10:00        182.720      -11.797      -17.275
01-Feb-1997 03:20:00        182.736      -11.784      -17.276
01-Feb-1997 03:30:00        182.752      -11.771      -17.277
01-Feb-1997 03:40:00        182.768      -11.758      -17.278
01-Feb-1997 03:50:00        182.784      -11.745      -17.279
01-Feb-1997 04:00:00        182.800      -11.732      -17.280
01-Feb-1997 04:10:00        182.816      -11.720      -17.281
01-Feb-1997 04:20:00        182.832      -11.707      -17.282
01-Feb-1997 04:30:00        182.849      -11.694      -17.283
01-Feb-1997 04:40:00        182.865      -11.681      -17.284
01-Feb-1997 04:50:00        182.881      -11.668      -17.285
01-Feb-1997 05:00:00        182.897      -11.655      -17.286
01-Feb-1997 05:10:00        182.913      -11.643      -17.287
01-Feb-1997 05:20:00        182.929      -11.630      -17.288
01-Feb-1997 05:30:00        182.945      -11.617      -17.289
01-Feb-1997 05:40:00        182.961      -11.604      -17.290
01-Feb-1997 05:50:00        182.977      -11.591      -17.291
01-Feb-1997 06:00:00        182.993      -11.579      -17.292
01-Feb-1997 06:10:00        183.009      -11.566      -17.293
01-Feb-1997 06:20:00        183.025      -11.553      -17.294
01-Feb-1997 06:30:00        183.041      -11.540      -17.295
01-Feb-1997 06:40:00        183.057      -11.527      -17.296
01-Feb-1997 06:50:00        183.073      -11.514      -17.297
01-Feb-1997 07:00:00        183.089      -11.502      -17.298
01-Feb-1997 07:10:00        183.105      -11.489      -17.299
01-Feb-1997 07:20:00        183.121      -11.476      -17.300
01-Feb-1997 07:30:00        183.136      -11.463      -17.301
01-Feb-1997 07:40:00        183.152      -11.450      -17.302
01-Feb-1997 07:50:00        183.168      -11.438      -17.303
01-Feb-1997 08:00:00        183.184      -11.425      -17.303
01-Feb-1997 08:10:00        183.200      -11.412      -17.304
01-Feb-1997 08:20:00        183.216      -11.399      -17.305
01-Feb-1997 08:30:00        183.232      -11.386      -17.306
01-Feb-1997 08:40:00        183.248      -11.374      -17.307
01-Feb-1997 08:50:00        183.264      -11.361      -17.308
01-Feb-1997 09:00:00        183.280      -11.348      -17.309
01-Feb-1997 09:10:00        183.296      -11.335      -17.310
01-Feb-1997 09:20:00        183.312      -11.322      -17.311
01-Feb-1997 09:30:00        183.328      -11.310      -17.312
01-Feb-1997 09:40:00        183.343      -11.297      -17.313
01-Feb-1997 09:50:00        183.359      -11.284      -17.314
01-Feb-1997 10:00:00        183.375      -11.271      -17.315
01-Feb-1997 10:10:00        183.391      -11.258      -17.316
01-Feb-1997 10:20:00        183.407      -11.246      -17.317
01-Feb-1997 10:30:00        183.423      -11.233      -17.317
01-Feb-1997 10:40:00        183.439      -11.220      -17.318
01-Feb-1997 10:50:00        183.455      -11.207      -17.319
01-Feb-1997 11:00:00        183.470      -11.195      -17.320
01-Feb-1997 11:10:00        183.486      -11.182      -17.321
01-Feb-1997 11:20:00        183.502      -11.169      -17.322
01-Feb-1997 11:30:00        183.518      -11.156      -17.323
01-Feb-1997 11:40:00        183.534      -11.143      -17.324
01-Feb-1997 11:50:00        183.550      -11.131      -17.325
